nb
12266
12300
11886
11783
10331
11041
12894
12698
12185
12162
11605
11187
13146
11734
11865
11932
11324
10850
9449
9526
11660
11597
11379
11147
10484
9618
9125
11113
11298
10767
10955
10539
9163
9053
10454
10784
10307
10099
9929
8850
8440
9153
9701
10535
9410
9097
8528
7281
7300
9762
10487
10138
10741
9595
8606
9597
10102
10064
10334
9504
8295
8151
9509
10196
9961
9873
9414
8142
7569
8999
9814
10065
9503
9556
8314
7399
7806
9722
10358
9981
9375
8487
7802
8954
9988
9737
9536
8953
8053
7057
6797
9128
9344
9873
10109
8769
8184
9564
10396
10460
10543
10113
8901
7821
9171
10047
10141
10459
9787
9172
7616
8617
9997
10426
10158
9666
9392
8023
9406
10354
10394
9935
9891
8617
8130
8164
8727
8452
9605
10415
10853
9039
10137
10681
10420
10690
10348
9029
7973
9455
10314
10685
10336
9944
9051
8362
9365
10299
10760
10232
9674
8433
8172
8834
9792
10130
10242
9664
8567
8004
8842
9862
9569
9826
8650
8437
7416
8400
8813
9087
8928
8747
8059
7060
7962
7940
8972
9092
8562
7374
6674
7952
8018
8078
7964
8061
7073
6206
6696
8268
8399
8966
8623
5925
5147
6120
6168
6750
6866
7210
9784
6363
7376
8089
7930
7739
7363
6863
6373
7355
8586
7940
8228
7747
6976
6395
7977
8282
8151
7966
6834
6487
6046
7528
8123
7659
7494
5544
7440
6291
7696
7993
7799
7559
7242
6506
5839
7152
7909
7812
7538
6816
5034
5755
7075
7313
6988
5903
7715
7160
6922
8766
8285
8413
7822
7552
6879
6557
7785
8310
7802
8219
7115
6597
6176
7030
6759
6306
5321
4434
5472
5958
7368
7665
7155
7521
6997
6170
5830
7269
7195
7166
6814
6460
6033
5435
6397
6873
6371
6211
5617
5385
5412
6225
6379
6148
5973
5452
5048
4584
3808
3640
6585
8192
8696
8842
8558
7660
9976
11086
12425
12972
12585
13174
15324
14644
14305
13457
14272
14484
13597
15556
15722
14339
15041
13478
12343
12991
15638
15233
14867
14208
13865
12530
12785
16302
14936
14330
13145
13641
12252
13079
13844
12683
14350
14394
12676
11821
12933
15773
14392
12959
13220
11838
11513
12183
14986
15519
13955
13605
14606
12902
13484
16811
14917
15375
15026
14352
12820
13423
16264
15744
15248
15257
14229
12846
13132
16025
15119
14475
14546
12709
12041
11615
14459
13820
13375
13889
12717
11309
11590
13861
13137
12437
12097
11250
10862
9871
10910
13000
12547
12218
12012
11573
12130
14136
13184
12524
12029
11397
10349
10796
13562
13119
11901
11276
11136
10169
9665
11833
13074
11674
12293
10840
10199
9030
11865
11687
11936
11863
11287
9724
9050
11578
12235
11381
11383
10595
9523
8688
10317
11520
12080
11321
10530
9995
8749
10772
11286
11190
11038
9678
9022
8225
8976
11238
10713
11990
11120
10389
9929
11981
12546
11930
11522
10761
9879
9446
11858
11990
11864
11525
10714
9945
8807
10036
11279
11567
11269
10750
10086
9314
11125
11491
11545
11365
10523
9910
9175
10663
11178
10254
9736
10559
10358
9864
11403
11816
11707
11529
10932
10422
9820
11702
11898
11942
11649
10774
9862
9710
11697
11941
11379
11233
10304
9822
9083
10565
11697
11261
11239
10889
9978
8900
10742
11347
11110
10713
10156
9400
8545
10147
10866
10832
10829
10176
9078
8883
10368
10681
10412
9881
9170
8900
8163
10145
10423
10198
10067
9227
8208
7538
8110
10936
9680
9568
9377
8514
8349
9930
9658
9080
8885
8133
7623
7391
9223
9379
8943
9176
8714
7781
7384
9293
9323
7923
7725
6989
6512
6289
8142
8332
8399
8376
7900
6922
6460
7756
8484
7473
7325
7189
6169
6026
7672
7552
